来源,标题,开始时间,结束时间,链接
﻿货物,国电费县发电有限公司#2 炉屏式过热器顶棚管异种钢焊口移至大包内【二次挂网】招标公告,2018-08-28 09:00,2018-09-05 16:00,http://www.cgdcbidding.com:80/ggsb/24759.jhtml
﻿货物,国电费县发电有限公司#2 机组 DCS 控制系统改造招标公告,2018-08-28 09:00,2018-09-05 16:00,http://www.cgdcbidding.com:80/ggsb/24761.jhtml
﻿货物,国电电力夏津一期白马湖（100MW）风电项目风机塔筒及附件采购【二次挂网】招标公告,2018-08-28 09:00,2018-09-03 16:00,http://www.cgdcbidding.com:80/ggsb/24763.jhtml
﻿货物,黑龙江龙源新能源发展有限公司西部区域风电机组大部件安装调试【二次挂网】招标公告,2018-08-29 09:00,2018-09-04 16:00,http://www.cgdcbidding.com:80/ggsb/24764.jhtml
﻿货物,山东冯家一、二期（96.8MW）风电项目风力发电机组设备采购招标公告,2018-08-25 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24748.jhtml
﻿货物,龙源青海省海西州锡铁山（50MW）风电项目风力发电机组设备采购项目招标公告,2018-08-25 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24749.jhtml
﻿货物,山东武城陈公堤（50MW）风电项目风力发电机组设备采购招标公告,2018-08-25 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24750.jhtml
﻿货物,山东栖霞桃村（48MW）风电项目风力发电机组设备采购招标公告,2018-08-25 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24751.jhtml
﻿货物,东谷水电站工业电视系统设备采购【二次挂网】招标公告,2018-08-24 09:00,2018-08-30 16:00,http://www.cgdcbidding.com:80/ggsb/24678.jhtml
﻿货物,国电东北热力集团有限公司保温管采购项目【二次挂网】招标公告,2018-08-23 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24672.jhtml
﻿货物,北京国电思达科技有限公司2018年安全库存用智能套筒（框架）招标公告,2018-08-23 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24730.jhtml
﻿货物,北京朗新明环保科技有限公司南京分公司国电东胜热电2×330MW脱硫废水零排放处理低压开关柜招标公告,2018-08-27 09:00,2018-09-04 16:00,http://www.cgdcbidding.com:80/ggsb/24732.jhtml
﻿货物,国电浙江北仑第一发电有限公司脱硫石膏处置（二年）招标公告,2018-08-23 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24713.jhtml
﻿货物,江苏龙源催化剂有限公司2018 年偏钒酸铵【二次挂网】招标公告,2018-08-22 09:00,2018-08-30 16:00,http://www.cgdcbidding.com:80/ggsb/24717.jhtml
﻿货物,国电吉林龙华吉林热电厂8号机组增加减温减压器招标公告,2018-08-23 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24728.jhtml
﻿货物,云南罗平阿岗风电场一期（50MW）风电项目开关柜设备【二次挂网】招标公告,2018-08-23 09:00,2018-08-29 16:00,http://www.cgdcbidding.com:80/ggsb/24664.jhtml
﻿货物,北京国电龙源环保工程有限公司承揽项目框架采购2018-2019年度顶进式搅拌器招标公告,2018-08-22 09:00,2018-08-30 16:00,http://www.cgdcbidding.com:80/ggsb/24670.jhtml
﻿货物,国电滦河热电有限公司2019年粉煤灰销售及处理招标公告,2018-08-22 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24691.jhtml
﻿货物,国电承德热电有限公司2019年粉煤灰销售及处理招标公告,2018-08-22 09:00,2018-08-31 16:00,http://www.cgdcbidding.com:80/ggsb/24692.jhtml
﻿货物,国电电力发展股份有限公司6(10)-35KV电力电缆打捆招标采购招标公告,2018-08-22 09:00,2018-08-29 16:00,http://www.cgdcbidding.com:80/ggsb/24693.jhtml
﻿货物,国电电力发展股份有限公司1KV电力及控制电缆打捆招标采购招标公告,2018-08-22 09:00,2018-08-29 16:00,http://www.cgdcbidding.com:80/ggsb/24694.jhtml
﻿货物,国电兰州热电有限责任公司2018-2021 年粉煤灰销售招标公告,2018-08-22 09:00,2018-08-30 16:00,http://www.cgdcbidding.com:80/ggsb/24703.jhtml
﻿货物,国电蓬莱发电有限公司数字化智能工业监控集成管理系统招标公告,2018-08-21 09:00,2018-08-29 16:00,http://www.cgdcbidding.com:80/ggsb/24639.jhtml
﻿货物,国电泰安热电有限公司#1、#2炉氨喷射系统优化改造招标公告,2018-08-21 09:00,2018-08-29 16:00,http://www.cgdcbidding.com:80/ggsb/24646.jhtml
﻿货物,山东中华发电有限公司聊城发电厂#1、#2 机组给煤机变频器低电压穿越能力改造招标公告,2018-08-21 09:00,2018-08-29 16:00,http://www.cgdcbidding.com:80/ggsb/24647.jhtml
﻿货物,国电江苏电力有限公司泰州发电有限公司给煤机电压穿越改造招标公告,2018-08-21 09:00,2018-08-29 16:00,http://www.cgdcbidding.com:80/ggsb/24649.jhtml
﻿货物,江苏盱眙县低风速风电示范场项目三期(100MW)风力发电机组设备采购招标公告,2018-08-18 09:00,2018-08-24 16:00,http://www.cgdcbidding.com:80/ggsb/24620.jhtml
﻿货物,山西晋中和顺60MW风电项目风力发电机组设备采购招标公告,2018-08-18 09:00,2018-08-24 16:00,http://www.cgdcbidding.com:80/ggsb/24621.jhtml
﻿货物,上海崇明北堡风电项目二期工程风力发电机组设备采购招标公告,2018-08-18 09:00,2018-08-24 16:00,http://www.cgdcbidding.com:80/ggsb/24622.jhtml
﻿货物,云南丽江七河（49.5MW）风电项目风力发电机组设备采购项目招标公告,2018-08-18 09:00,2018-08-24 16:00,http://www.cgdcbidding.com:80/ggsb/24623.jhtml
﻿货物,北京国电龙源环保工程有限公司2018年电动执行机构标段I(华北 东北 西北)【二次挂网】招标公告,2018-08-20 09:00,2018-08-27 16:00,http://www.cgdcbidding.com:80/ggsb/24624.jhtml
﻿货物,北京国电龙源环保工程有限公司2018年电动执行机构标段Ⅱ(华东 中南 西南)【二次挂网】招标公告,2018-08-20 09:00,2018-08-27 16:00,http://www.cgdcbidding.com:80/ggsb/24625.jhtml
﻿货物,山东武城陈公堤（50.0MW）风电项目一次设备采购项目【二次挂网】招标公告,2018-08-18 09:00,2018-08-24 16:00,http://www.cgdcbidding.com:80/ggsb/24626.jhtml
﻿货物,国电电力新泰石莱49.5MW风电项目风机塔筒及附件采购招标【三次挂网】招标公告,2018-08-18 09:00,2018-08-24 16:00,http://www.cgdcbidding.com:80/ggsb/24627.jhtml
﻿货物,北京国电思达科技有限公司2019年度定检用进口品牌摩擦片（框架）招标招标公告,2018-08-20 09:00,2018-08-28 16:00,http://www.cgdcbidding.com:80/ggsb/24628.jhtml
﻿货物,北京国电思达科技有限公司2019年度定检用齿轮箱温控阀（进口品牌）（框架）招标招标公告,2018-08-20 09:00,2018-08-28 16:00,http://www.cgdcbidding.com:80/ggsb/24629.jhtml
﻿货物,内蒙古锡林河煤化工有限责任公司轻型普通货车（皮卡车）【二次挂网】招标公告,2018-08-17 09:00,2018-08-24 16:00,http://www.cgdcbidding.com:80/ggsb/24612.jhtml
﻿货物,龙源如东150MW潮间带示范风电场华锐51MW机组检修维护外委项目招标公告,2018-08-17 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24614.jhtml
﻿货物,龙源如东30MW潮间带试验风电场出质保机组检修维护外委项目招标公告,2018-08-17 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24615.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司、内蒙古平庄能源股份有限公司刮板机、转载机机头、机尾链轮修理项目招标公告,2018-08-17 09:00,2018-08-27 16:00,http://www.cgdcbidding.com:80/ggsb/24616.jhtml
﻿货物,国电东北电力有限公司沈西热电厂1号炉空气预热器部分传热元件更换【二次挂网】招标公告,2018-08-14 09:00,2018-08-22 16:00,http://www.cgdcbidding.com:80/ggsb/24583.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司煤矿井下用聚酯纤维增强塑料网假顶项目采购【二次挂网】招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24585.jhtml
﻿货物,国电龙源环保泰州有限公司泰州2×1000MW机组脱硫特许经营2018年石膏销售第二批（标段I）【二次挂网】招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24586.jhtml
﻿货物,新疆乌鲁木齐电厂2×330MW机组煤场全封闭改造项目机械通风冷却塔采购招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24597.jhtml
﻿货物,国电龙源电力技术工程有限责任公司查干花49.5MW风电EPC项目电缆招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24598.jhtml
﻿货物,国电荥阳煤电一体化有限公司1#煤场封闭改造施工项目燃料智能化管理系统招标招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24599.jhtml
﻿货物,国电荥阳煤电一体化有限公司脱硝液氨改尿素工程EPC【二次挂网】招标公告,2018-08-15 09:00,2018-08-22 16:00,http://www.cgdcbidding.com:80/ggsb/24600.jhtml
﻿货物,内蒙古平庄能源股份有限公司老公营子煤矿采煤机招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24603.jhtml
﻿货物,内蒙古平庄能源股份有限公司老公营子煤矿刮板输送机招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24604.jhtml
﻿货物,内蒙古平庄能源股份有限公司老公营子煤矿带式输送机招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24605.jhtml
﻿货物,内蒙古平庄能源股份有限公司老公营子煤矿永磁电机胶带输送机招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24606.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司WK-10B.WK-12C电铲铲斗设备配件项目采购【二次挂网】招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24554.jhtml
﻿货物,国电石横发电有限公司智能安防及巡点检系统建设工程EPC招标公告,2018-08-14 09:00,2018-08-22 16:00,http://www.cgdcbidding.com:80/ggsb/24561.jhtml
﻿货物,国电聊城发电有限公司#3 锅炉炉顶密封改造【二次挂网】招标公告,2018-08-14 09:00,2018-08-22 16:00,http://www.cgdcbidding.com:80/ggsb/24565.jhtml
﻿货物,固安华电天仁控制设备有限公司风电变桨2018年下半年国产高压驱动招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24576.jhtml
﻿货物,北京国电龙源环保工程有限公司承揽项目框架采购2018-2019年稀释风机【二次挂网】招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24577.jhtml
﻿货物,北京国电龙源环保工程有限公司2018年度承揽项目框架采购喷淋层（标段Ⅰ、标段Ⅱ)【二次挂网】招标公告,2018-08-15 09:00,2018-08-23 16:00,http://www.cgdcbidding.com:80/ggsb/24578.jhtml
﻿货物,国电建投内蒙古能源有限公司布连电厂压缩空气系统扩容改造项目【二次挂网】招标公告,2018-08-13 09:00,2018-08-22 16:00,http://www.cgdcbidding.com:80/ggsb/24521.jhtml
﻿货物,宁夏英力特化工股份有限公司PVC树脂（SG-3、5、8型）包装用纸塑复合袋采购招标公告,2018-08-13 09:00,2018-08-21 16:00,http://www.cgdcbidding.com:80/ggsb/24527.jhtml
﻿货物,云南罗平阿岗风电场一期(50MW)风电项目二次设备采购招标公告,2018-08-14 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24551.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司元宝山露天煤矿燃油监控管理【三次挂网】招标公告,2018-08-14 09:00,2018-08-22 16:00,http://www.cgdcbidding.com:80/ggsb/24553.jhtml
﻿货物,江苏龙源催化剂有限公司2018 年偏钒酸铵招标公告,2018-08-10 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24506.jhtml
﻿货物,国电巧家新能源有限公司新厂沟风电场35kV集电线路单芯电缆及附件采购招标招标公告,2018-08-10 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24507.jhtml
﻿货物,烟台龙源电力技术股份有限公司2018年下半年螺旋管道及管件【二次挂网】招标公告,2018-08-14 09:00,2018-08-22 16:00,http://www.cgdcbidding.com:80/ggsb/24508.jhtml
﻿货物,国电大渡河公司梯调大楼行政电话软交换系统建设招标公告,2018-08-10 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24463.jhtml
﻿货物,国电石横发电有限公司电力工控信息安全防护系统【二次挂网】招标公告,2018-08-10 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24498.jhtml
﻿货物,山东中华发电有限公司石横发电厂电力工控信息安全防护系统【二次挂网】招标公告,2018-08-10 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24499.jhtml
﻿货物,国电费县发电有限公司全厂工业电视及门禁系统改造【二次挂网】招标公告,2018-08-10 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24500.jhtml
﻿货物,国电泰安热电有限公司#2机循环水系统加装极化水装置【二次挂网】招标公告,2018-08-10 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24501.jhtml
﻿货物,国电费县发电有限公司#2 炉屏式过热器顶棚管异种钢焊口移至大包内招标公告,2018-08-10 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24502.jhtml
﻿货物,国电蓬莱发电有限公司#1、#2炉氨喷射系统优化改造招标公告,2018-08-10 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24503.jhtml
﻿货物,国电费县发电有限公司入厂煤在线桶式封装转运及弃料收集返排建设招标公告,2018-08-10 09:00,2018-08-20 16:00,http://www.cgdcbidding.com:80/ggsb/24504.jhtml
﻿货物,国电长源广水风电集控中心数据机房建设项目招标公告,2018-08-08 09:00,2018-08-14 16:00,http://www.cgdcbidding.com:80/ggsb/24450.jhtml
﻿货物,烟台龙源电力技术股份有限公司2018年第四季度铸件框架(标段Ⅱ)招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24451.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司矿建工程分公司73吨级液压挖掘机【二次挂网】招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24457.jhtml
﻿货物,国电康平发电有限公司2018年尿素采购招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24461.jhtml
﻿货物,国电长源广水风电集控中心LED小间距显示屏设备及安装项目招标公告,2018-08-08 09:00,2018-08-14 16:00,http://www.cgdcbidding.com:80/ggsb/24468.jhtml
﻿货物,烟台龙源电力技术股份有限公司2018年第四季度铸件框架(标段Ⅰ)招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24469.jhtml
﻿货物,国电南宁发电有限责任公司低负荷供热改造进口阀门采购招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24306.jhtml
﻿货物,国电东北电力有限公司沈西热电厂2018年尿素采购【二次挂网】招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24307.jhtml
﻿货物,国电锅炉压力容器检验有限公司高温持久蠕变试验设备【二次挂网】招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24423.jhtml
﻿货物,北京国电龙源环保工程有限公司框架采购2018年度管道过滤器【二次挂网】招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24424.jhtml
﻿货物,国电云南新能源有限公司 雷应山、清水海风电场风机变桨电池采购及更换招标招标公告,2018-08-07 09:00,2018-08-15 16:00,http://www.cgdcbidding.com:80/ggsb/24426.jhtml
﻿货物,龙源电力集团股份有限公司劳保服框架采购【二次挂网】招标公告,2018-08-07 09:00,2018-08-15 16:00,http://www.cgdcbidding.com:80/ggsb/24427.jhtml
﻿货物,龙源兴和小南营风电供热技改项目集装箱式变压器采购【二次挂网】招标公告,2018-08-07 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24429.jhtml
﻿货物,国电大渡河检修安装有限公司对外承揽项目辅助服务招标公告,2018-08-07 09:00,2018-08-15 16:00,http://www.cgdcbidding.com:80/ggsb/24431.jhtml
﻿货物,国电宁夏方家庄电厂2×1000MW机组工程 次同步振荡（轴系扭振）保护装置招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24435.jhtml
﻿货物,国电南宁发电有限责任公司低负荷供热改造减温器采购招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24436.jhtml
﻿货物,国电南宁发电有限责任公司低负荷供热改造管道及管件采购招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24437.jhtml
﻿货物,国电南宁发电有限责任公司辅机在线诊断系统招标公告,2018-08-08 09:00,2018-08-16 16:00,http://www.cgdcbidding.com:80/ggsb/24440.jhtml
﻿货物,国电宝鸡发电有限责任公司脱硫石膏销售【二次挂网】招标公告,2018-08-06 09:00,2018-08-14 16:00,http://www.cgdcbidding.com:80/ggsb/24390.jhtml
﻿货物,陕西宝鸡第二发电有限责任公司脱硫石膏销售【二次挂网】招标公告,2018-08-06 09:00,2018-08-14 16:00,http://www.cgdcbidding.com:80/ggsb/24396.jhtml
﻿货物,北京国电龙源环保工程有限公司金堂分公司金堂发电2×600MW脱硝特许2018-2019年度尿素（约0.4万吨）招标公告,2018-08-06 09:00,2018-08-14 16:00,http://www.cgdcbidding.com:80/ggsb/24401.jhtml
﻿货物,国电大渡河公司集控中心2018年生产材料采购招标公告,2018-08-06 09:00,2018-08-14 16:00,http://www.cgdcbidding.com:80/ggsb/24405.jhtml
﻿货物,国电蚌埠发电有限公司华东网调光通信系统光传输设备升级改造招标采购【二次挂网】招标公告,2018-08-07 09:00,2018-08-15 12:00,http://www.cgdcbidding.com:80/ggsb/24406.jhtml
﻿货物,国电蚌埠发电有限公司#1、#2捞渣机斗轮机驱动马达、液压油泵返厂大修招标采购【二次挂网】招标公告,2018-08-07 09:00,2018-08-15 12:00,http://www.cgdcbidding.com:80/ggsb/24411.jhtml
﻿货物,国电电力夏津一期白马湖（100MW）风电项目综合自动化设备采购招标公告,2018-08-03 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24372.jhtml
﻿货物,国电深能四川华蓥山发电有限公司2018年度脱硫石灰石【二次挂网】招标公告,2018-08-06 09:00,2018-08-14 16:00,http://www.cgdcbidding.com:80/ggsb/24374.jhtml
﻿货物,蚌埠国电龙源环保发展有限公司蚌埠2×630MW机组脱硫特许2018年石灰石采购招标公告,2018-08-06 09:00,2018-08-14 16:00,http://www.cgdcbidding.com:80/ggsb/24382.jhtml
﻿货物,国电宝鸡发电有限责任公司#6燃煤机组炉渣销售【三次挂网】招标公告,2018-08-03 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24298.jhtml
﻿货物,冲江河一期电站1、2、3号机调速器更换招标公告,2018-08-03 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24299.jhtml
﻿货物,内蒙古平西白音华煤业有限公司煤系统双齿辊破碎机设备采购及安装【二次挂网】招标公告,2018-08-02 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24300.jhtml
﻿货物,国电龙源环保泰州有限公司泰州2×1000MW机组脱硫特许经营2018年石膏销售第二批（标段Ⅱ）招标公告,2018-08-02 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24301.jhtml
﻿货物,陕西宝鸡第二发电有限责任公司#1、#2燃煤机组粉煤灰销售【二次挂网】招标公告,2018-08-03 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24351.jhtml
﻿货物,国电宝鸡发电有限责任公司#6燃煤机组粉煤灰销售【二次挂网】招标公告,2018-08-03 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24352.jhtml
﻿货物,国电宝鸡发电有限责任公司#5燃煤机组粉煤灰销售【二次挂网】招标公告,2018-08-03 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24353.jhtml
﻿货物,陕西宝鸡第二发电有限责任公司#3、#4燃煤机组粉煤灰销售【二次挂网】招标公告,2018-08-03 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24354.jhtml
﻿货物,宁夏公司风电场安全文明生产标准化标志牌物资采购项目招标公告,2018-08-03 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24356.jhtml
﻿货物,宁夏英力特化工股份有限公司电石分公司铸钢电石锅采购项目【二次挂网】招标公告,2018-08-02 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24359.jhtml
﻿货物,国电内蒙古晶阳能源有限公司渣浆及残液处理系统优化项目【二次挂网】招标公告,2018-08-02 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24360.jhtml
﻿货物,国电内蒙古晶阳能源有限公司消石灰【二次挂网】招标公告,2018-08-02 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24361.jhtml
﻿货物,陕西宝鸡第二发电有限责任公司#1、#2燃煤机组炉渣销售【二次挂网】招标公告,2018-08-03 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24363.jhtml
﻿货物,国电宝鸡发电有限责任公司#5燃煤机组炉渣销售【三次挂网】招标公告,2018-08-03 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24368.jhtml
﻿货物,陕西宝鸡第二发电有限责任公司#3、#4燃煤机组炉渣销售【三次挂网】招标公告,2018-08-03 09:00,2018-08-13 16:00,http://www.cgdcbidding.com:80/ggsb/24369.jhtml
﻿货物,国电龙源环保泰州有限公司泰州2×1000MW机组脱硫特许经营2018年石膏销售第二批（标段I）招标公告,2018-08-02 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24371.jhtml
﻿货物,国电电力酒泉发电有限公司1号机组及输煤区域LED灯具采购及安装招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24330.jhtml
﻿货物,国电泰州发电有限公司燃料智能化完善【二次挂网】招标公告,2018-08-01 09:00,2018-08-08 16:00,http://www.cgdcbidding.com:80/ggsb/24331.jhtml
﻿货物,国电聊城发电有限公司#3、#4机组给煤机变频器低电压穿越能力改造【二次挂网】招标公告,2018-08-01 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24334.jhtml
﻿货物,国电科学技术研究院有限公司电厂废水零排放中的技术研究及工程示范（预处理部分）高粘度废水预处理中试装置招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24337.jhtml
﻿货物,固安华电天仁控制设备有限公司风电变桨2018年下半年国产超级电容【二次挂网】招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24338.jhtml
﻿货物,北京国电龙源环保工程有限公司承揽项目框架采购2018-2019年稀释风机招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24339.jhtml
﻿货物,内蒙古平西白音华煤业有限公司胶带机驱动装置改造项目【二次挂网】招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24342.jhtml
﻿货物,国电泉州热电有限公司2018-2023年度泉州公司粉煤灰销售招标招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24345.jhtml
﻿货物,国电荥阳煤电一体化有限公司脱硝液氨改尿素工程EPC招标公告,2018-08-02 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24347.jhtml
﻿货物,内蒙古平庄能源股份有限公司六家煤矿、老公营子煤矿、风水沟煤矿选煤厂胶带机转载点袋式除尘装置【二次挂网】招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24280.jhtml
﻿货物,国电内蒙古东胜热电有限公司入炉煤煤质实时检测系统建设项目【二次挂网】招标公告,2018-08-01 09:00,2018-08-10 16:00,http://www.cgdcbidding.com:80/ggsb/24281.jhtml
﻿货物,湖北黄陂刘家山(46.2MW)风电项目电缆采购项目招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24311.jhtml
﻿货物,国电建投内蒙古能源有限公司察哈素煤矿2018年支护材料（玻璃钢锚杆）采购招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24315.jhtml
﻿货物,国电建投内蒙古能源有限公司察哈素煤矿31采区2号变电所高压进线及部分周转高压电缆采购招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24316.jhtml
﻿货物,山东武城陈公堤（50MW）风电项目无功补偿采购项目招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24320.jhtml
﻿货物,江苏龙源风力发电有限公司风电机组自动消防系统改造招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24326.jhtml
﻿货物,山东武城陈公堤（50.0MW）风电项目一次设备采购项目招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24327.jhtml
﻿货物,山东武城陈公堤（50MW）风电项目开关柜采购项目招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24328.jhtml
﻿货物,国电江西电力有限公司万安水力发电厂泄洪闸门监控系统改造招标【二次挂网】招标公告,2018-07-30 09:00,2018-08-07 16:00,http://www.cgdcbidding.com:80/ggsb/24262.jhtml
﻿货物,北京国电思达科技有限公司2018年液压站备件（框架）招标公告,2018-07-30 09:00,2018-08-07 16:00,http://www.cgdcbidding.com:80/ggsb/24263.jhtml
﻿货物,国电建投内蒙古能源有限公司察哈素煤矿2018年辅助生产消耗材料采购招标公告,2018-08-01 09:00,2018-08-09 16:00,http://www.cgdcbidding.com:80/ggsb/24269.jhtml
﻿货物,国电建投内蒙古能源有限公司察哈素选煤厂2018年介质采购招标公告,2018-07-31 09:00,2018-08-08 16:00,http://www.cgdcbidding.com:80/ggsb/24270.jhtml
﻿货物,国电建投内蒙古能源有限公司察哈素煤矿2018年7LS2A采煤机配件采购项目招标公告,2018-07-30 09:00,2018-08-07 16:00,http://www.cgdcbidding.com:80/ggsb/24275.jhtml
﻿货物,国电建投内蒙古能源有限公司察哈素煤矿隔爆型悬挂带式电磁除铁器采购项目招标公告,2018-07-30 09:00,2018-08-07 16:00,http://www.cgdcbidding.com:80/ggsb/24289.jhtml
﻿货物,国电建投内蒙古能源有限公司察哈素煤矿2018年滚筒采购项目招标公告,2018-07-30 09:00,2018-08-07 16:00,http://www.cgdcbidding.com:80/ggsb/24290.jhtml
﻿货物,国电巧家新能源有限公司新厂沟、海坝风电场二次安防（电力监控）系统采购及安装工程招标招标公告,2018-07-27 09:00,2018-08-07 16:00,http://www.cgdcbidding.com:80/ggsb/24237.jhtml
﻿货物,国电建投内蒙古能源有限公司察哈素煤矿31313回风顺槽采空区专用排水管路及配件采购项目【二次挂网】招标公告,2018-07-30 09:00,2018-08-07 16:00,http://www.cgdcbidding.com:80/ggsb/24241.jhtml
