来源,标题,开始时间,结束时间,链接
﻿货物,国电联合动力技术有限公司国电天津沙井子项目三台样机3×2.0MW风机运输招标公告,2017-10-17 09:00,2017-10-25 16:00,http://www.cgdcbidding.com:80/ggsb/19478.jhtml
﻿货物,国电联合动力技术有限公司国电河南济源苏岭项目25×2.0MW风机运输招标公告,2017-10-17 09:00,2017-10-25 16:00,http://www.cgdcbidding.com:80/ggsb/19479.jhtml
﻿货物,锡林郭勒盟锡林浩特煤矿（西二露天矿）减速机【二次挂网】招标公告,2017-10-17 09:00,2017-10-25 16:00,http://www.cgdcbidding.com:80/ggsb/19481.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司元宝山露天煤矿无线对讲系统改造招标【二次挂网】招标公告,2017-10-17 09:00,2017-10-25 16:00,http://www.cgdcbidding.com:80/ggsb/19482.jhtml
﻿货物,国电环境保护研究院天津陈塘热电有限公司#1、#2燃机空气进气系统加热装置采购项目招标公告,2017-10-17 09:00,2017-10-25 16:00,http://www.cgdcbidding.com:80/ggsb/19484.jhtml
﻿货物,北京国电思达科技有限公司853台扭缆保护优化服务招标公告,2017-10-18 09:00,2017-10-26 16:00,http://www.cgdcbidding.com:80/ggsb/19485.jhtml
﻿货物,北京国电思达科技有限公司428台塔筒散热优化服务招标公告,2017-10-18 09:00,2017-10-26 16:00,http://www.cgdcbidding.com:80/ggsb/19486.jhtml
﻿货物,北京国电龙源环保工程有限公司2017年度承揽类项目直流系统长协采购(2017年11月-2018年11月)【二次挂网】招标公告,2017-10-16 09:00,2017-10-24 16:00,http://www.cgdcbidding.com:80/ggsb/19387.jhtml
﻿货物,南京龙源承揽类溧水生产物资PPS超细纤维（2017年第三批）【二次挂网】招标公告,2017-10-16 09:00,2017-10-24 16:00,http://www.cgdcbidding.com:80/ggsb/19425.jhtml
﻿货物,南京龙源承揽类溧水生产物资反应型溴化乙烯基阻燃树脂（2017年第一批）【二次挂网】招标公告,2017-10-16 09:00,2017-10-24 16:00,http://www.cgdcbidding.com:80/ggsb/19426.jhtml
﻿货物,南京龙源承揽类溧水生产物资PPS进口纤维（2017年第一批）【二次挂网】招标公告,2017-10-16 09:00,2017-10-24 16:00,http://www.cgdcbidding.com:80/ggsb/19427.jhtml
﻿货物,南京龙源承揽类溧水生产物资PPS常规纤维（2017年第三批）【二次挂网】招标公告,2017-10-16 09:00,2017-10-24 16:00,http://www.cgdcbidding.com:80/ggsb/19428.jhtml
﻿货物,国电宿州（第二）热电有限公司2X350MW机组脱硫特许2018年度石灰石采购【二次挂网】招标公告,2017-10-16 09:00,2017-10-24 16:00,http://www.cgdcbidding.com:80/ggsb/19429.jhtml
﻿货物,龙源环保长协采购循环泵出、入口蝶阀【二次挂网】招标公告,2017-10-16 09:00,2017-10-24 16:00,http://www.cgdcbidding.com:80/ggsb/19448.jhtml
﻿货物,国电湖南江永龙田风电场50MW工程风力发电机组采购项目招标公告,2017-10-13 09:00,2017-10-23 16:00,http://www.cgdcbidding.com:80/ggsb/19379.jhtml
﻿货物,天津沙井子风电三期升压站220KV 涉网保护设备（尾工预留）采购招标【二次挂网】招标公告,2017-10-13 09:00,2017-10-23 16:00,http://www.cgdcbidding.com:80/ggsb/19380.jhtml
﻿货物,北京国电龙源环保工程有限公司2017年度长协脱硫废水处理系统板框压滤机（国产）【三次挂网】招标公告,2017-10-13 09:00,2017-10-23 16:00,http://www.cgdcbidding.com:80/ggsb/19409.jhtml
﻿货物,国电联合动力技术有限公司国电优能康平二牛所口项目24×2.0MW风机运输招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19367.jhtml
﻿货物,国电智深承揽类设备制造及集成采购大唐雷州项目-Profibus总线电缆招标公告,2017-10-10 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19377.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司蒙东能源控股有限公司车用柴油采购招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19388.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司耐磨冲击胶板采购招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19389.jhtml
﻿货物,国电重庆丰都回山坪风电场（80MW）工程风力发电机组设备采购招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19391.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司764刮板机中部槽采购【二次挂网】招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19392.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司国产轴承采购【二次挂网】招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19393.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司空气间隔器采购【二次挂网】招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19394.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司左旋无纵肋锚杆钢采购【二次挂网】招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19395.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司煤矿用炸药采购【二次挂网】招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19396.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司双金属耐磨板项目采购【二次挂网】招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19397.jhtml
﻿货物,国电锅炉压力容器检验中心试验室及现场理化检验外委服务招标公告,2017-10-09 09:00,2017-10-17 16:00,http://www.cgdcbidding.com:80/ggsb/19339.jhtml
﻿货物,国电锅炉压力容器检验中心基建项目安全性能检验及过程监督外委服务招标公告,2017-10-09 09:00,2017-10-17 16:00,http://www.cgdcbidding.com:80/ggsb/19340.jhtml
﻿货物,国电宁夏方家庄电厂2×1000MW机组工程锅炉高温管屏安全性在线监测系统招标招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19352.jhtml
﻿货物,国电浙江南浔天热气热电联产工程办公及生活家具招标招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19359.jhtml
﻿货物,国电浙江南浔天热气热电联产工程仿真机系统招标采购招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19361.jhtml
﻿货物,国电电力邯郸东郊热电2×350MW工程智慧煤场管理系统EPC总承包招标公告,2017-10-11 09:00,2017-10-19 16:00,http://www.cgdcbidding.com:80/ggsb/19362.jhtml
﻿货物,北京国电思达科技有限公司2972台吊物孔护栏优化服务招标公告,2017-09-30 09:00,2017-10-13 16:00,http://www.cgdcbidding.com:80/ggsb/19323.jhtml
﻿货物,北京国电思达科技有限公司2713台1.5MW主轴密封优化服务招标公告,2017-09-30 09:00,2017-10-13 16:00,http://www.cgdcbidding.com:80/ggsb/19324.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司一般用途低碳镀锌钢丝项目采购【三次挂网】招标公告,2017-09-30 09:00,2017-10-16 16:00,http://www.cgdcbidding.com:80/ggsb/19325.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司美孚车用油项目采购【三次挂网】招标公告,2017-09-30 09:00,2017-10-16 16:00,http://www.cgdcbidding.com:80/ggsb/19326.jhtml
﻿货物,锡林郭勒盟乌兰图嘎煤炭有限责任公司锗煤露天矿供热锅炉及辅机采购项目【二次挂网】招标公告,2017-09-30 09:00,2017-10-16 16:00,http://www.cgdcbidding.com:80/ggsb/19327.jhtml
﻿货物,内蒙古平庄能源股份有限公司安全监测系统项目招标公告,2017-09-30 09:00,2017-10-16 16:00,http://www.cgdcbidding.com:80/ggsb/19330.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司异型轨（SMJ160）及附件采购【二次挂网】招标公告,2017-09-30 09:00,2017-10-16 16:00,http://www.cgdcbidding.com:80/ggsb/19331.jhtml
﻿货物,国电联合动力技术（赤峰）有限公司 2.0MW机舱罩轮毂罩模具招标公告,2017-09-30 09:00,2017-10-16 16:00,http://www.cgdcbidding.com:80/ggsb/19301.jhtml
﻿货物,北京国电智深控制技术有限公司核电DCS-产品检测实验室设计工艺规程制定招标公告,2017-09-27 09:00,2017-10-03 16:00,http://www.cgdcbidding.com:80/ggsb/19182.jhtml
﻿货物,北京华电天仁电力控制技术有限公司本部服务类国电电力朝阳一体化MIS系统服务招标公告,2017-09-27 09:00,2017-10-03 16:00,http://www.cgdcbidding.com:80/ggsb/19183.jhtml
﻿货物,大渡河猴子岩水电站500kV线路融冰装置采购【二次挂网】招标公告,2017-09-28 09:00,2017-10-12 16:00,http://www.cgdcbidding.com:80/ggsb/19272.jhtml
﻿货物,国电智深承揽类设备制造及集成采购2017-18年标配工业交换机框架【三次挂网】招标公告,2017-09-29 09:00,2017-10-13 16:00,http://www.cgdcbidding.com:80/ggsb/19286.jhtml
﻿货物,国电石嘴山发电有限责任公司（4*330MW）国电石嘴山第一发电有限公司(2*330MW)综合提效改造EPC项目一、二次风风量测量装置招标公告,2017-09-29 09:00,2017-10-13 16:00,http://www.cgdcbidding.com:80/ggsb/19287.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司元宝山露天煤矿无线对讲系统改造招标招标公告,2017-09-28 09:00,2017-10-12 16:00,http://www.cgdcbidding.com:80/ggsb/19295.jhtml
﻿货物,北京国电龙源环保工程有限公司2017年度承揽类项目直流系统长协采购(2017年11月-2018年11月)招标公告,2017-09-28 09:00,2017-10-11 16:00,http://www.cgdcbidding.com:80/ggsb/19296.jhtml
﻿货物,南京龙源环保有限公司高环保标准阳极模块长协（2017.10-2018.10）招标公告,2017-09-29 09:00,2017-10-13 16:00,http://www.cgdcbidding.com:80/ggsb/19297.jhtml
﻿货物,国电兰州热 电有限责任公司2×350MW “上大压小”异地扩建工程热网循环水管道招标采购【二次挂网】招标公告,2017-09-29 09:00,2017-10-13 16:00,http://www.cgdcbidding.com:80/ggsb/19311.jhtml
﻿货物,国电兰州热 电有限责任公司2×350MW “上大压小”异地扩建工程厂区热网循环水管件招标采购【二次挂网】招标公告,2017-09-29 09:00,2017-10-13 16:00,http://www.cgdcbidding.com:80/ggsb/19312.jhtml
﻿货物,国电蚌埠发电有限公司二期扩建工程2×660MW机组炉本体保温材料招标【二次挂网】招标公告,2017-09-27 09:00,2017-10-10 16:00,http://www.cgdcbidding.com:80/ggsb/19242.jhtml
﻿货物,国电环境保护研究院山西移动基站电磁辐射竣工验收等5项环评及验收工程收资、现状调查及报审服务招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19244.jhtml
﻿货物,江苏蒋家沙300MW海上风电项目防治溢油污染海洋环境应急防备和处置项目招标公告,2017-09-26 09:00,2017-10-10 16:00,http://www.cgdcbidding.com:80/ggsb/19245.jhtml
﻿货物,六坪顶电缆分接箱及附件采购招标公告,2017-09-27 09:00,2017-10-11 16:00,http://www.cgdcbidding.com:80/ggsb/19248.jhtml
﻿货物,玉林六坪顶生产集控中心硬件系统【二次挂网】招标公告,2017-09-28 09:00,2017-10-12 16:00,http://www.cgdcbidding.com:80/ggsb/19249.jhtml
﻿货物,六坪顶电缆分接箱及附件采购招标公告,2017-09-28 09:00,2017-10-12 16:00,http://www.cgdcbidding.com:80/ggsb/19256.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司双金属耐磨板项目采购招标公告,2017-09-27 09:00,2017-10-10 16:00,http://www.cgdcbidding.com:80/ggsb/19260.jhtml
﻿货物,北京朗新明环保科技有限公司南京分公司国电泰州4×1000MW化学水处理系统扩容EPC化水处理成套设备【二次挂网】招标公告,2017-09-28 09:00,2017-10-13 16:00,http://www.cgdcbidding.com:80/ggsb/19261.jhtml
﻿货物,国电电力邯郸东郊热电2×350MW工程烟气脱硫(石灰石—石膏湿法)EPC总承包工程石灰石粉【二次挂网】招标公告,2017-09-28 09:00,2017-10-11 16:00,http://www.cgdcbidding.com:80/ggsb/19262.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司煤矿用纯棉普通工作服采购招标公告,2017-09-27 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19268.jhtml
﻿货物,玉林六坪顶生产集控中心涉网部分通信接入系统【二次挂网】招标公告,2017-09-26 09:00,2017-10-11 16:00,http://www.cgdcbidding.com:80/ggsb/19225.jhtml
﻿货物,龙源江苏大丰200MW海上风电项目 海洋环境影响跟踪监测招标公告,2017-09-26 09:00,2017-10-10 16:00,http://www.cgdcbidding.com:80/ggsb/19226.jhtml
﻿货物,龙源江苏大丰200MW海上风电项目防治溢油污染海洋环境应急防备和处置招标公告,2017-09-26 09:00,2017-10-10 16:00,http://www.cgdcbidding.com:80/ggsb/19227.jhtml
﻿货物,龙源江苏大丰（H12）200MW海上风电项目 海上风电工程安全监测服务招标公告,2017-09-26 09:00,2017-10-10 16:00,http://www.cgdcbidding.com:80/ggsb/19228.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司左旋无纵肋锚杆钢采购招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19234.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司国产轴承采购招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19235.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司煤矿用炸药采购招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19236.jhtml
﻿货物,锡林郭勒盟锡林浩特煤矿TTM100A-C自卸卡车变速箱总成【二次挂网】招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19237.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司764刮板机中部槽采购招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19238.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司空气间隔器采购招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19239.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司中部平台（WK-10B电铲）采购招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19240.jhtml
﻿货物,江苏蒋家沙300MW海上风电项目海上风电工程安全监测服务招标公告,2017-09-26 09:00,2017-10-10 16:00,http://www.cgdcbidding.com:80/ggsb/19241.jhtml
﻿货物,北京朗新明环保科技有限公司南京分公司国电宿州2×350MW原水净化项目EPC机加池与变孔隙滤池招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19176.jhtml
﻿货物,汉川2×1000MW机组烟气脱硫特许石膏销售招标公告,2017-09-25 09:00,2017-09-29 16:00,http://www.cgdcbidding.com:80/ggsb/19177.jhtml
﻿货物,国电建投内蒙古能源有限公司察哈素煤矿采煤机电缆采购项目招标公告,2017-09-25 09:00,2017-09-30 16:00,http://www.cgdcbidding.com:80/ggsb/19194.jhtml
﻿货物,察哈素煤矿31采区疏放采空区水专用排水管路铺设招标公告,2017-09-25 09:00,2017-09-30 16:00,http://www.cgdcbidding.com:80/ggsb/19201.jhtml
﻿货物,国电联合动力技术有限公司铅粒（2017年下半年--2018年4月30日）招标公告,2017-09-25 09:00,2017-09-29 16:00,http://www.cgdcbidding.com:80/ggsb/19202.jhtml
﻿货物,国电联合动力技术（连云港）有限公司机舱、轮毂、叶片应急运输（连云港）【三次挂网】招标公告,2017-09-25 09:00,2017-09-29 16:00,http://www.cgdcbidding.com:80/ggsb/19205.jhtml
﻿货物,宿州2×350MW机组脱硫特许经营石膏销售招标公告,2017-09-25 09:00,2017-09-29 16:00,http://www.cgdcbidding.com:80/ggsb/19210.jhtml
﻿货物,烟台龙源电力技术股份有限公司2017年承揽项目框架膨胀节补偿器组件（2017下半年）招标公告,2017-09-25 09:00,2017-09-29 16:00,http://www.cgdcbidding.com:80/ggsb/19215.jhtml
﻿货物,江苏蒋家沙300MW海上风电场工程海洋环境影响跟踪监测招标公告,2017-09-25 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19216.jhtml
﻿货物,南京龙源环保有限公司承揽类溧水生产物资PTFE基布（2017年第二批）【二次挂网】招标公告,2017-09-26 09:00,2017-09-30 16:00,http://www.cgdcbidding.com:80/ggsb/19219.jhtml
﻿货物,国电龙源电气有限公司2017年下半年三代2.0MW变流器生产用料电流传感器【二次挂网】招标公告,2017-09-26 09:00,2017-10-09 16:00,http://www.cgdcbidding.com:80/ggsb/19220.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司焊管采购【二次挂网】招标公告,2017-09-22 09:00,2017-09-30 16:00,http://www.cgdcbidding.com:80/ggsb/19085.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司高级技工学校液压工业应用实训工作台【二次挂网】招标公告,2017-09-22 09:00,2017-09-30 16:00,http://www.cgdcbidding.com:80/ggsb/19086.jhtml
﻿货物,龙源玉林市博白四方嶂96.8MW风电项目 无功补偿设备采购项目招标公告,2017-09-23 09:00,2017-09-29 16:00,http://www.cgdcbidding.com:80/ggsb/19161.jhtml
﻿货物,龙源环保2017-2018年度长协采购内衬复合陶瓷管道【二次挂网】招标公告,2017-09-22 09:00,2017-09-29 16:00,http://www.cgdcbidding.com:80/ggsb/19168.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司木材采购【二次挂网】招标公告,2017-09-22 09:00,2017-09-30 16:00,http://www.cgdcbidding.com:80/ggsb/19169.jhtml
﻿货物,国电联合动力技术（保定）有限公司机舱、轮毂、叶片应急运输（保定）【二次挂网】招标公告,2017-09-22 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19171.jhtml
﻿货物,国电联合动力技术（赤峰）有限公司机舱、轮毂、叶片应急运输（赤峰）【二次挂网】招标公告,2017-09-22 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19172.jhtml
﻿货物,北京国电智深控制技术有限公司多科技项目电磁兼容测试设备【二次挂网】招标公告,2017-09-26 09:00,2017-10-10 16:00,http://www.cgdcbidding.com:80/ggsb/19173.jhtml
﻿货物,大渡河猴子岩水电站化学试验类、绝缘监测类及电气维护类等工器具采购招标公告,2017-09-21 09:00,2017-09-29 16:00,http://www.cgdcbidding.com:80/ggsb/19152.jhtml
﻿货物,大渡河枕头坝一级水电站1F-4F机组碳刷粉尘吸收装置完善工程招标公告,2017-09-21 09:00,2017-09-29 16:00,http://www.cgdcbidding.com:80/ggsb/19153.jhtml
﻿货物,龙源江苏大丰（H12）200MW海上风电项目施工期深水航区海上交通服务招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19119.jhtml
﻿货物,龙源江苏大丰（H12）200MW海上风电项目 施工期浅水航区海上交通服务招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19120.jhtml
﻿货物,国电电力山西新能源开发有限公司国电阳高下深井一期48MW风电工程高低压电缆中间及终端接头招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19129.jhtml
﻿货物,南京龙源承揽类溧水生产物资PPS常规纤维（2017年第三批）招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19133.jhtml
﻿货物,南京龙源承揽类溧水生产物资PPS超细纤维（2017年第三批）招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19134.jhtml
﻿货物,南京龙源承揽类溧水生产物资PPS进口纤维（2017年第一批）招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19135.jhtml
﻿货物,国电新泰石莱风电项目（49．5MW）工程 0.4kV GCS抽屉式低压开关柜及35kV接地变接地电阻柜成套装置招标招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19138.jhtml
﻿货物,国电新泰石莱风电项目（49．5MW）工程35kV动态无功补偿成套装置（直挂式SVG）设备采购招标招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19139.jhtml
﻿货物,江苏蒋家沙300MW海上风电项目浅水航区施工期交通服务招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19140.jhtml
﻿货物,江苏蒋家沙300MW海上风电项目深水航区施工期海上交通服务招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19141.jhtml
﻿货物,大渡河猴子岩水电站500kV线路融冰装置采购招标公告,2017-09-19 09:00,2017-09-27 16:00,http://www.cgdcbidding.com:80/ggsb/19042.jhtml
﻿货物,龙源环保长协采购(2017年下半年-2019年12月)进口电动执行机构招标公告,2017-09-19 09:00,2017-09-27 16:00,http://www.cgdcbidding.com:80/ggsb/19071.jhtml
﻿货物,天津沙井子风电三期升压站220KV 涉网保护设备（尾工预留）采购招标招标公告,2017-09-19 09:00,2017-09-27 16:00,http://www.cgdcbidding.com:80/ggsb/19088.jhtml
﻿货物,国电宿迁热电有限公司2×660MW机组工程国产通用阀门(第二批)招标采购招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19098.jhtml
﻿货物,国电宿迁2×660MW机组工程检修箱、照明箱及就地配控箱招标招标公告,2017-09-20 09:00,2017-09-25 16:00,http://www.cgdcbidding.com:80/ggsb/19107.jhtml
﻿货物,锡林郭勒盟乌兰图嘎煤炭有限责任公司锗煤露天矿供热锅炉及辅机采购项目招标公告,2017-09-19 09:00,2017-09-27 16:00,http://www.cgdcbidding.com:80/ggsb/19110.jhtml
﻿货物,南京龙源承揽类溧水生产物资反应型溴化乙烯基阻燃树脂（2017年第一批）招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19111.jhtml
﻿货物,内蒙古平庄能源股份有限公司物资供应分公司异型轨（SMJ160）及附件采购招标公告,2017-09-19 09:00,2017-09-27 16:00,http://www.cgdcbidding.com:80/ggsb/19112.jhtml
﻿货物,国电宿迁2X660MW机组工程热工试验室设备招标招标公告,2017-09-20 09:00,2017-09-25 16:00,http://www.cgdcbidding.com:80/ggsb/19114.jhtml
﻿货物,国电宿迁2X660MW机组成套电气实验室设备招标招标公告,2017-09-20 09:00,2017-09-25 16:00,http://www.cgdcbidding.com:80/ggsb/19117.jhtml
﻿货物,国电湖州南浔天然气热电有限公司检修维护招标公告,2017-09-18 09:00,2017-09-27 16:00,http://www.cgdcbidding.com:80/ggsb/19033.jhtml
﻿货物,国电兰州热电有限责任公司 2X350MW“上大压小”异地扩建工程 化学试验室设备招标招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19052.jhtml
﻿货物,国电智深承揽类设备制造及集成长协采购（2017年10月至2018年10月）电装材料【二次挂网】招标公告,2017-09-18 09:00,2017-09-26 16:00,http://www.cgdcbidding.com:80/ggsb/19016.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司元宝山露天煤矿及白音华公司40T级洒水车购置【二次挂网】招标公告,2017-09-15 09:00,2017-09-25 16:00,http://www.cgdcbidding.com:80/ggsb/19018.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司朔州管理部劳务管理服务项目【二次挂网】招标公告,2017-09-15 09:00,2017-09-25 16:00,http://www.cgdcbidding.com:80/ggsb/19020.jhtml
﻿货物,国电电力邯郸东郊热电2×350MW工程煤质自动化验设备招标【二次挂网】招标公告,2017-09-20 09:00,2017-09-28 16:00,http://www.cgdcbidding.com:80/ggsb/19025.jhtml
﻿货物,国电联合动力技术有限公司国电河北围场石人梁项目100×2.0MW风机运输【二次挂网】招标公告,2017-09-14 09:00,2017-09-22 16:00,http://www.cgdcbidding.com:80/ggsb/19007.jhtml
﻿货物,内蒙古平庄煤业（集团）有限责任公司朔州管理部通勤车承租项目【二次挂网】招标公告,2017-09-14 09:00,2017-09-22 16:00,http://www.cgdcbidding.com:80/ggsb/19011.jhtml
﻿货物,锡林郭勒盟锡林浩特煤矿（西二露天矿）减速机招标公告,2017-09-12 09:00,2017-09-20 16:00,http://www.cgdcbidding.com:80/ggsb/18975.jhtml
﻿货物,国电蚌埠发电有限公司二期扩建工程2×660MW机组运煤系统项目低压电器设备招标公告,2017-09-13 09:00,2017-09-21 16:00,http://www.cgdcbidding.com:80/ggsb/18976.jhtml
﻿货物,国电电力邯郸东郊热电2×350MW工程办公及生活家具招标采购招标公告,2017-09-13 09:00,2017-09-21 16:00,http://www.cgdcbidding.com:80/ggsb/18991.jhtml
﻿货物,国电网银外币结算系统升级改造项目【二次挂网】招标公告,2017-09-12 09:00,2017-09-17 16:00,http://www.cgdcbidding.com:80/ggsb/18992.jhtml
﻿货物,龙源电力集团股份有限公司企业年金委托审计【三次挂网】招标公告,2017-09-12 09:00,2017-09-17 16:00,http://www.cgdcbidding.com:80/ggsb/18994.jhtml
﻿货物,国电电力内蒙古天和风机技改项目4×2.0MW风机运输【三次挂网】招标公告,2017-09-12 09:00,2017-09-20 16:00,http://www.cgdcbidding.com:80/ggsb/18995.jhtml
﻿货物,北京华电天仁电力控制技术有限公司本部服务类 2017-2018年MIS系统服务招标公告,2017-09-12 09:00,2017-09-20 16:00,http://www.cgdcbidding.com:80/ggsb/18996.jhtml
﻿货物,北京国电智深控制技术有限公司国电常州发电有限公司一期2×630MW机组输煤系统程控改造项目接线服务招标公告,2017-09-12 09:00,2017-09-20 16:00,http://www.cgdcbidding.com:80/ggsb/18997.jhtml
﻿货物,国电双维电厂新建工程项目发电机及附属设备招标招标公告,2017-09-13 09:00,2017-09-21 16:00,http://www.cgdcbidding.com:80/ggsb/18998.jhtml
﻿货物,国电双维电厂新建工程项目汽轮机及附属设备招标招标公告,2017-09-13 09:00,2017-09-21 16:00,http://www.cgdcbidding.com:80/ggsb/18999.jhtml
﻿货物,国电双维电厂新建工程项目燃煤粉锅炉及附属设备招标招标公告,2017-09-13 09:00,2017-09-21 16:00,http://www.cgdcbidding.com:80/ggsb/19000.jhtml
﻿货物,国电龙源电气有限公司2017年下半年三代2.0MW变流器生产用料电流传感器招标公告,2017-09-13 09:00,2017-09-21 16:00,http://www.cgdcbidding.com:80/ggsb/19002.jhtml
﻿货物,中国国电集团公司2017年风电主变年度采购I标段采购招标【二次挂网】招标公告,2017-09-08 09:00,2017-09-13 16:00,http://www.cgdcbidding.com:80/ggsb/18950.jhtml
﻿货物,中国国电集团公司2017年风电主变年度采购II标段采购招标【二次挂网】招标公告,2017-09-08 09:00,2017-09-13 16:00,http://www.cgdcbidding.com:80/ggsb/18951.jhtml
﻿货物,太原市第二热力有限责任公司南北抢险路供热管线保温管材管件采购（Ⅰ、Ⅱ标段）招标招标公告,2017-09-08 09:00,2017-09-16 16:00,http://www.cgdcbidding.com:80/ggsb/18954.jhtml
﻿货物,国电龙源电气有限公司2017年下半年三代2.0MW变流器生产用料标准型功率单元【三次挂网】招标公告,2017-09-12 09:00,2017-09-20 16:00,http://www.cgdcbidding.com:80/ggsb/18957.jhtml
﻿货物,国电龙源电气有限公司2017年下半年三代2.0MW变流器生产用料高原型功率单元【三次挂网】招标公告,2017-09-12 09:00,2017-09-20 16:00,http://www.cgdcbidding.com:80/ggsb/18958.jhtml
